Grau_mu,Erro_Norma,Max_Gap,Variaveis,Linhas_LMI
0,12.1076856185701,3.73521540322688,93,30
1,10.1589800288935,3.13798455924643,94,30
2,10.7477394112838,3.57271656828498,95,30
3,7.61101485735975,2.4979417187149,96,30
4,7.61101485088556,2.49794174556133,97,30
5,7.61101479877767,2.49794175486618,98,30
6,7.61101470936937,2.49794171337592,99,30
7,7.6110147419343,2.49794175150209,100,30
8,7.61101478208379,2.49794178411101,101,30
