Alpha,Grau_rho,Custo_Garantido,Custo_Real
1,3,0.358699365951379,0.307996804716411
0,4,0.230918625846314,0.067627364955599
0.05,4,0.218225261319726,0.0629497508505682
0.1,4,0.206387105385115,0.0611209031153687
0.15,4,0.195696753205912,0.0611835083973342
0.2,4,0.186495844981497,0.0621656111860415
0.25,4,0.179164086491576,0.0632620785847892
0.3,4,0.174092268562863,0.0639427801823901
0.35,4,0.171637507932868,0.0640195750879146
0.4,4,0.172068033159904,0.063720501988167
0.45,4,0.175515610048609,0.0637706496548671
0.5,4,0.181956279952331,0.0653914528455017
0.55,4,0.191228065525482,0.0700444388411159
0.6,4,0.203075539495405,0.0788919019026442
0.65,4,0.217201018835824,0.092389014235882
0.7,4,0.233305992742496,0.110397168678457
0.75,4,0.251116656992537,0.132581747996987
0.8,4,0.270395339773067,0.158712654485324
0.85,4,0.29094255272175,0.188801358550352
0.9,4,0.312594070221924,0.223165007013447
0.95,4,0.335216020964106,0.262496667472219
1,4,0.358699655119124,0.307997642411589
0,5,0.23091854526635,0.0676274062125025
0.05,5,0.218225179677452,0.0629497805980403
0.1,5,0.206387023439852,0.0611209237913129
0.15,5,0.195696672045316,0.0611835199646115
0.2,5,0.186495766078944,0.0621656120068084
0.25,5,0.179164011721132,0.0632620666129474
0.3,5,0.17409220012939,0.063942753948715
0.35,5,0.171637448184782,0.0640195344335488
0.4,5,0.172067984299384,0.0637204488537045
0.45,5,0.175515573823712,0.063770589333513
0.5,5,0.181956257449946,0.0653913955026646
0.55,5,0.191228057138049,0.070044399500056
0.6,5,0.203075545041344,0.0788918971119101
0.65,5,0.217201037752345,0.0923890578301659
0.7,5,0.233306024272264,0.110397270366965
0.75,5,0.251116700323393,0.132581914099414
0.8,5,0.270395394124601,0.158712888502214
0.85,5,0.290942617389694,0.188801660761253
0.9,5,0.312594144594837,0.223165373078434
0.95,5,0.335216104524232,0.262497085749177
1,5,0.358699747435374,0.307998088922142
