Grau_P,Grau_rho,Erro_Norma,Max_Gap,Min_Gap,Norma_Melhor_Caso,Norma_Pior_Caso,Variaveis,Linhas_LMI
1,0,42.1202485747092,13.4789127050301,2.84564691810374e-08,15.091177704357,28.5700903809307,19,48
1,1,11.5626154815699,3.48041968239803,2.59574051142408e-09,15.091177704357,28.5700903809307,20,48
1,2,6.39425761618623,2.13200140169311,0.0011175169106199,15.091177704357,28.5700903809307,21,48
1,3,4.22785925413831,1.41215476553467,0.148892760842278,15.091177704357,28.5700903809307,22,60
2,0,42.1202484743663,13.4789126808892,4.3155097273484e-09,15.091177704357,28.5700903809307,28,66
2,1,11.5626153911735,3.48041967183661,2.79857772511605e-08,15.091177704357,28.5700903809307,29,66
2,2,4.42366716014649,1.54884980569853,0.00805600381768556,15.091177704357,28.5700903809307,30,66
2,3,2.99125251802186,1.13465620597883,0.103410713525662,15.091177704357,28.5700903809307,31,66
3,0,42.1202485200648,13.4789126918835,1.53098724808842e-08,15.091177704357,28.5700903809307,37,84
3,1,11.562615223938,3.48041963529429,3.25906768239292e-09,15.091177704357,28.5700903809307,38,84
3,2,3.70955418415278,1.24175005661172,6.30974710560395e-05,15.091177704357,28.5700903809307,39,84
3,3,1.86805717412357,0.657348606069398,0.0262520150975689,15.091177704357,28.5700903809307,40,84
4,0,42.1202488275221,13.478912765853,8.92793003970382e-08,15.091177704357,28.5700903809307,46,102
4,1,11.5626152583339,3.48041964294375,8.90845086587433e-09,15.091177704357,28.5700903809307,47,102
4,2,3.50670174453357,1.3746061238967,3.21395177138584e-05,15.091177704357,28.5700903809307,48,102
4,3,1.22683298102616,0.49320174417474,0.00206762988747933,15.091177704357,28.5700903809307,49,102
