Grau_P,Grau_rho,Erro_Norma,Max_Gap,Min_Gap,Norma_Melhor_Caso,Norma_Pior_Caso,Variaveis,Linhas_LMI
1,0,146.753166902172,16.9023386487961,0.694417289798793,15.091177704357,31.2990990633544,28,90
1,1,63.3652658925047,6.37717780639363,0.00922329038370862,15.091177704357,31.2990990633544,30,90
1,2,35.6386760492264,3.18691407048329,0.000176360136581621,15.091177704357,31.2990990633544,33,90
1,3,26.7648655932188,2.93533750359085,0.00787514822600954,15.091177704357,31.2990990633544,37,138
2,0,140.09464839285,16.410091195781,0.20216983678371,15.091177704357,31.2990990633544,55,156
2,1,55.9764972407269,5.05963435119855,5.80947201456183e-08,15.091177704357,31.2990990633544,57,156
2,2,20.7698471578941,3.37898511607561,0.0899296065710971,15.091177704357,31.2990990633544,60,156
2,3,14.8318856522425,1.4098847618793,0.000226860523209638,15.091177704357,31.2990990633544,64,156
3,0,139.341657140054,16.3540328507976,0.146111491800241,15.091177704357,31.2990990633544,91,240
3,1,54.6255824743846,4.87915152043143,2.88922112900991e-08,15.091177704357,31.2990990633544,93,240
3,2,16.0516067259603,3.05543260043863,0.00463516599508296,15.091177704357,31.2990990633544,96,240
3,3,8.21141656807804,0.759416704784972,0.0363751947141608,15.091177704357,31.2990990633544,100,240
4,0,138.970468111895,16.3263673644032,0.118446005405843,15.091177704357,31.2990990633544,136,342
4,1,54.1192671011982,4.90136532431718,5.93162816642234e-08,15.091177704357,31.2990990633544,138,342
4,2,15.4538945679131,4.24713228191488,0.00921755013079562,15.091177704357,31.2990990633544,141,342
4,3,5.5732247672044,0.614704109118414,0.00450647503749302,15.091177704357,31.2990990633544,145,342
