Grau_gamma,Erro_Norma,Max_Gap,Min_Gap,Norma_Melhor_Caso,Norma_Pior_Caso,Variaveis,Linhas_LMI
0,1.70881818006841e-06,1.70881818006841e-06,1.70881818006841e-06,1.24802810846916,1.24802810846916,35,18
