Grau_P,Grau_rho,Erro_Norma,Max_Gap,Min_Gap,Norma_Melhor_Caso,Norma_Pior_Caso,Variaveis,Linhas_LMI,K_wc_Mode1_1,K_wc_Mode1_2,K_wc_Mode2_1,K_wc_Mode2_2
0,0,0.0104644946234535,0.00387404729659746,2.20465807831971e-08,0.630997962287733,0.63487198753775,19,36,0.625514994489117,-0.473964935074785,0.907437367466329,-1.03611100724357
0,1,0.00260604563942104,0.000641197107418057,0.000412688659948923,0.630015691864401,0.635028993624831,20,36,0.894977906439746,-0.709292897723342,0.968482175075199,-1.09325276782638
0,2,0.00309988279531235,0.000772599782507322,0.000643165340139973,0.629723626492128,0.635033046014972,21,52,0.824052047053117,-0.65189736651646,0.965043916909225,-1.08999792995852
0,3,0.00334854704840942,0.00102059030327006,0.000623774809826005,0.629529995272193,0.635044495556629,22,68,0.780530549353141,-0.617319958696899,0.96294856514901,-1.08809353077903
0,4,0.0034392620207243,0.00115294904110141,0.000595054807616346,0.629440323484228,0.635053072339396,23,84,0.763327849969356,-0.60395138155278,0.962086797457476,-1.08734468374287
0,5,0.00349062993787852,0.00124624656229366,0.00056921468665394,0.629386845011239,0.635059426567965,24,100,0.754463845852426,-0.597213826243324,0.961561785444658,-1.08690528993616
1,0,0.0108631014069303,0.0040355136942255,5.19439469215399e-09,0.630836310996403,0.634871829885023,25,56,0.930283379926271,-0.730235109620777,0.905743515226073,-1.03470975133657
1,1,0.00217391187628353,0.00055791126054705,0.000390077884323548,0.628614438895953,0.63522955661993,26,56,0.634608675292999,-0.507101049177746,0.977646974827967,-1.10088626515805
1,2,0.00232128335165082,0.000569067239095111,0.000337327476960136,0.628494770585145,0.635248891445017,27,56,0.608690629247682,-0.486468087141863,0.97483140129061,-1.09858521294323
1,3,0.00225465667694685,0.000584081684160909,0.000374097333317613,0.628386330282067,0.63527866773682,28,72,0.599146828031488,-0.479887757845225,0.968912965419049,-1.09397105448973
1,4,0.00222401626583304,0.000588656732429138,0.000395184537937743,0.628343938393458,0.635291478311544,29,88,0.595685310411993,-0.477534943256025,0.966633360514802,-1.09221460478932
1,5,0.00220621472230744,0.000591001924064583,0.000403668014147263,0.628321266410022,0.635298585246087,30,104,0.593935858701115,-0.476366975860176,0.96539298907864,-1.09126025570302
2,0,0.0108083917823466,0.00400424926925591,2.43191833337875e-09,0.630867576257838,0.634871827959012,31,76,0.949934945331826,-0.746757800730002,0.905703405543116,-1.03467662554762
2,1,0.00223594647541994,0.000735265098049109,0.000368561585235239,0.627794284666559,0.63543277510744,32,76,0.494847410033362,-0.399704312056533,0.962153245157423,-1.08870493269438
2,2,0.00202759838469775,0.000750828972518769,0.000326636301321903,0.627891503116832,0.635402299164519,33,76,0.503827293322461,-0.405889900607223,0.966521555616477,-1.09213736946579
2,3,0.00198429006369355,0.000708581913823059,0.000328834534761735,0.62788370451852,0.635410267129282,34,76,0.506602487433774,-0.408315070149651,0.966777694289636,-1.09248226115764
2,4,0.00193374719439142,0.000736294744127508,0.00027654860878279,0.62777861639525,0.635442438002131,35,92,0.486687207901797,-0.392740198800191,0.965964352725163,-1.09195245003314
2,5,0.00189924946505783,0.000751764853660908,0.000240960730487072,0.627711552276928,0.635463964780931,36,108,0.474629048091204,-0.383385521083187,0.965289396551723,-1.09148748433059
3,0,0.0108005565009041,0.00399977432171406,8.00799204725422e-10,0.630872052653701,0.634871827776214,37,96,0.952465756309171,-0.74888654158486,0.905655342106504,-1.03463688423795
3,1,0.00226469165771356,0.000783741399863258,0.000364532597350586,0.62764035786647,0.635487899607687,38,96,0.477146779218999,-0.386689728437845,0.958094625073453,-1.08574591418066
3,2,0.00196187084058713,0.000810046603431092,0.000260511843339195,0.62773684147717,0.635451484152784,39,96,0.480783459116979,-0.388288295322069,0.962847096547498,-1.08941239664933
3,3,0.00192014117516207,0.000767616582875386,0.000256582200984012,0.627747655554397,0.635450789707131,40,96,0.484587435466438,-0.3914267153773,0.963562594776335,-1.09001395485433
3,4,0.00191731137641383,0.000766339235956592,0.000255939916416037,0.627737484378555,0.635454788573677,41,96,0.483691600883736,-0.390795836273276,0.963325255881005,-1.08985223335284
3,5,0.00188262667593986,0.000775726147975386,0.000221093139593065,0.6276640297813,0.635478538777658,42,112,0.471008186065457,-0.380951055216826,0.962149543006948,-1.08900605650727
4,0,0.0107694739131248,0.00398219003260503,3.10625636323891e-10,0.63088963695107,0.634871827294301,43,116,0.961689812332668,-0.756642580163698,0.905626692782656,-1.03461325755018
4,1,0.00228068114566967,0.000801132744901789,0.000364163403017037,0.627591259929978,0.635506503816854,44,116,0.471124416829246,-0.382220700599775,0.957220645718348,-1.08514757382065
4,2,0.00194381638725467,0.000839973782981174,0.000226617495358239,0.627657465160661,0.63547676468202,45,116,0.466072289184045,-0.37678753333174,0.961701607041441,-1.08859308065303
4,3,0.00187990888743053,0.000773428686540623,0.000220287460916513,0.62765939932178,0.635480796860466,46,116,0.47112943869877,-0.381089886576768,0.961851297362713,-1.08879580608261
4,4,0.00188268859091989,0.000773309766581964,0.000219647619128516,0.627655721435703,0.63548157240155,47,116,0.470357761580385,-0.380499152030495,0.96175274598665,-1.08870700206196
4,5,0.00187923236694539,0.000766803628669321,0.000218473273658093,0.627654273775896,0.635482390087255,48,116,0.470440167243635,-0.380579048545991,0.96168118680849,-1.08866128738778
5,0,0.0107746227186172,0.00398512928109374,4.06040756573134e-11,0.630886698116354,0.634871827356844,49,136,0.960187600679613,-0.755378631120446,0.905631537640087,-1.03461728311679
5,1,0.00228767641165328,0.000809712421852238,0.00036405507754167,0.627566165420703,0.635516284216664,50,136,0.468256418662791,-0.380118973122982,0.956733970623846,-1.08481150269411
5,2,0.00194221741499696,0.0008669676764399,0.000201925267332426,0.627604172689654,0.63549369795931,51,136,0.455866668033204,-0.368786239791463,0.960751370256209,-1.08788978524561
5,3,0.00185957686099163,0.000782759584560755,0.000195014447559871,0.627604107217311,0.635499249507403,52,136,0.461844952400677,-0.373904126125959,0.960864093670836,-1.08808007556652
5,4,0.00186002868768738,0.000776944347368413,0.000193301527839473,0.627600071305748,0.635500427229299,53,136,0.461205979576222,-0.373412708159244,0.960691547011913,-1.08794368145405
5,5,0.00186011329050762,0.000777072559730141,0.00019325043436047,0.627600045686658,0.635500438395011,54,136,0.461193943393,-0.373402244262822,0.960692799627542,-1.0879449506675
