Alpha,Grau_rho,Custo_Garantido,Custo_Real
0,0,3.39256842438029,0.685585910124309
0.05,0,3.39256842438029,0.695854235152469
0.1,0,3.39256842438029,0.706743970869287
0.15,0,3.39256842438029,0.718457308143716
0.2,0,3.39256842438029,0.731195690418949
0.25,0,3.39256842438029,0.745181502269897
0.3,0,3.39256842438029,0.760675882477925
0.35,0,3.39256842438029,0.777998002464488
0.4,0,3.39256842438029,0.797549728634038
0.45,0,3.39256842438029,0.819850176206381
0.5,0,3.39256842438029,0.845586905129485
0.55,0,3.39256842438029,0.875695190064637
0.6,0,3.39256842438029,0.911486162181211
0.65,0,3.39256842438029,0.954864041651857
0.7,0,3.39256842438029,1.00871561681511
0.75,0,3.39256842438029,1.0776581024476
0.8,0,3.39256842438029,1.16960537758886
0.85,0,3.39256842438029,1.29944511953346
0.9,0,3.39256842438029,1.49915362527992
0.95,0,3.39256842438029,1.85310413803286
1,0,3.39256842438029,2.68506922940681
0,1,2.6542105879447,0.682606858209706
0.05,1,2.71497990105203,0.692721243707668
0.1,1,2.77441847619915,0.703471933506793
0.15,1,2.83261008595146,0.715056699514036
0.2,1,2.8896300657684,0.727677471017589
0.25,1,2.94554645778189,0.741559538486766
0.3,1,3.00042096261678,0.756969101947812
0.35,1,3.05430973721869,0.774233060202075
0.4,1,3.1072640680875,0.793764787038264
0.45,1,3.15933094290332,0.816100602474771
0.5,1,3.21055353868226,0.841954220566623
0.55,1,3.26097164089231,0.872301672213577
0.6,1,3.31062200510155,0.908519685269788
0.65,1,3.35953867050543,0.952622457693362
0.7,1,3.40775323293517,1.00769092977531
0.75,1,3.4552950835694,1.0787085262288
0.8,1,3.5021916184723,1.17434278511389
0.85,1,3.54846842320125,1.31122901206264
0.9,1,3.59414943601613,1.52616272004829
0.95,1,3.63925709264595,1.92104683498078
1,1,3.68381245509765,2.92844078306603
0,2,2.72319399502816,0.683418182431993
0.05,2,2.6296918540301,0.693533477094931
0.1,2,2.54963153821667,0.704281012686556
0.15,2,2.48431293018972,0.715859161988695
0.2,2,2.43492269086074,0.728469450262975
0.25,2,2.4024434034439,0.742336380207994
0.3,2,2.38756531302406,0.757725057359786
0.35,2,2.39061706721972,0.774960910903218
0.4,2,2.41153059717903,0.794455316206434
0.45,2,2.449848505745,0.816741807564296
0.5,2,2.5047721656856,0.842530095916799
0.55,2,2.57523931389058,0.872790251882147
0.6,2,2.66001493727833,0.908889751783918
0.65,2,2.75777980089092,0.952827702347925
0.7,2,2.86720550619973,1.00765889275935
0.75,2,2.9870107834228,1.07831788080772
0.8,2,3.11599862752024,1.17337157385435
0.85,2,3.2530769271651,1.3092191521047
0.9,2,3.3972664838546,1.52198839335382
0.95,2,3.54770033282288,1.91104584919401
1,2,3.70361765867149,2.89190378308414
0,3,2.55515287353898,0.682598167700976
0.05,3,2.52252935395301,0.692650779163565
0.1,3,2.48933241127349,0.703341048905982
0.15,3,2.45762407197763,0.71486522421069
0.2,3,2.42957205137438,0.727424610257778
0.25,3,2.40743307487596,0.74124442095713
0.3,3,2.39351256231272,0.756591260080158
0.35,3,2.39009849501416,0.773792994545823
0.4,3,2.39937171671885,0.793264752531538
0.45,3,2.42330129751468,0.815545802794166
0.5,3,2.46354009135838,0.841354717410362
0.55,3,2.5213392829595,0.871675562172605
0.6,3,2.59749889469729,0.907898604073006
0.65,3,2.69236351584067,0.952061573006364
0.7,3,2.80586163155757,1.00728815128355
0.75,3,2.93757730540454,1.07864421907072
0.8,3,3.08683809520288,1.17497008224459
0.85,3,3.25280368804729,1.31330778494538
0.9,3,3.43454407183631,1.53159204232957
0.95,3,3.63110151420401,1.9359711256945
1,3,3.84153521959689,2.98707536161772
0,4,2.52817244526029,0.682532519546071
0.05,4,2.45596771407242,0.692557976659462
0.1,4,2.39412384275943,0.703222074613473
0.15,4,2.34328316404735,0.714720336898732
0.2,4,2.30424897133835,0.727253828173803
0.25,4,2.27796297935817,0.741047797819421
0.3,4,2.26546592708672,0.756369124688359
0.35,4,2.267842199043,0.773546233661798
0.4,4,2.28615293921768,0.792995205520065
0.45,4,2.32136580983212,0.815256859891612
0.5,4,2.37429187323822,0.841052273182966
0.55,4,2.44553972549544,0.871369597455484
0.6,4,2.53549362343866,0.90760592134263
0.65,4,2.64431696704163,0.951810757815588
0.7,4,2.77197712511041,1.00712911309599
0.75,4,2.91828408285742,1.07866794899497
0.8,4,3.08293453032486,1.17535373557026
0.85,4,3.26555436850892,1.31443211750933
0.9,4,3.4657350850638,1.53441219121952
0.95,4,3.68306197149432,1.94361064153456
1,4,3.91713407540588,3.01739200510723
0,5,2.49504092236886,0.682480164910393
0.05,5,2.4099918980265,0.692497055675168
0.1,5,2.33876588484405,0.703153069695673
0.15,5,2.28134775614857,0.714643470176149
0.2,5,2.23778563964032,0.727169257843755
0.25,5,2.20823611342522,0.740955721333915
0.3,5,2.19300526131544,0.756269866401727
0.35,5,2.19257914700231,0.773440348244579
0.4,5,2.20763776776269,0.792883622214929
0.45,5,2.23904839315402,0.815141100659362
0.5,5,2.28783730592692,0.840934799129333
0.55,5,2.35514285901595,0.871254381712886
0.6,5,2.44215652536157,0.907499437181622
0.65,5,2.55006109753633,0.951723768267517
0.7,5,2.67997547951312,1.00708011131485
0.75,5,2.83291343362286,1.07869028961834
0.8,5,3.00975995060341,1.17551194535264
0.85,5,3.21126492268322,1.31486455365081
0.9,5,3.43805075833349,1.53546654225101
0.95,5,3.69062911156379,1.94643173360051
1,5,3.96942192446899,3.02862945410853
